KLVR Charger Detection Monitor - Started 2025-08-26 15:33:42
Monitoring: http://10.110.73.155:8000
============================================================

#  1 15:33:42 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1540mV | Δ=  14mV | Cycle=3
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1588mV | Δ=   2mV | Cycle=1
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1560mV | Δ=   8mV | Cycle=1
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   2mV | Cycle=1
    ✅ SLOT 36: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1562mV | Δ= -30mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1570mV | Δ=  -6mV | Cycle=1
    ✅ SLOT 41: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1580mV | Δ= -22mV | Cycle=1
#832 15:45:30 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#833 15:45:30 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#834 15:45:31 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#835 15:45:32 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#836 15:45:33 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#837 15:45:33 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#838 15:45:34 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#839 15:45:35 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#840 15:45:36 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#841 15:45:36 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1546mV | Δ=  12mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1546mV | Δ=  14mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1530mV | Δ=  16mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=1
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1544mV | Δ=  -4mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1544mV | Δ=  24mV | Cycle=3
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1534mV | Δ=  28mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1544mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1550mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1570mV | Δ=   8mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1558mV | Δ= -16mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1556mV | Δ=   2mV | Cycle=1
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1596mV | Δ= -28mV | Cycle=1
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1588mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1542mV | Δ=  26mV | Cycle=1
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=1
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1588mV | Δ=   2mV | Cycle=1
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1560mV | Δ=   8mV | Cycle=1
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   2mV | Cycle=1
    ✅ SLOT 36: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1562mV | Δ= -30mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1570mV | Δ=  -6mV | Cycle=1
    ✅ SLOT 41: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1580mV | Δ= -22mV | Cycle=1
#842 15:45:37 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#843 15:45:38 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 47 → 48
#844 15:45:39 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#845 15:45:39 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#846 15:45:40 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#847 15:45:41 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#848 15:45:42 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#849 15:45:42 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#850 15:45:43 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#851 15:45:44 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1546mV | Δ=  12mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1530mV | Δ=   0mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1546mV | Δ=  14mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1530mV | Δ=  16mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1544mV | Δ=  -4mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=3
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1544mV | Δ=  24mV | Cycle=3
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1534mV | Δ=  28mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1544mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1550mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1548mV | Δ=   0mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1570mV | Δ=   8mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1558mV | Δ= -16mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=1
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1556mV | Δ=   2mV | Cycle=1
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1596mV | Δ= -28mV | Cycle=1
    ✅ SLOT 24: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1542mV | Δ=  26mV | Cycle=1
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1588mV | Δ=   2mV | Cycle=1
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1560mV | Δ=   8mV | Cycle=1
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1540mV | Δ=   0mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   2mV | Cycle=1
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1562mV | Δ= -30mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1570mV | Δ=  -6mV | Cycle=1
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1580mV | Δ= -22mV | Cycle=1
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1562mV | Δ=   4mV | Cycle=1
#852 15:45:45 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#853 15:45:45 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#854 15:45:46 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#855 15:45:47 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#856 15:45:47 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#857 15:45:48 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#858 15:45:49 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#859 15:45:50 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#860 15:45:50 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#861 15:45:51 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1546mV | Δ=  12mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1546mV | Δ=  14mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1530mV | Δ=  16mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1544mV | Δ=  -4mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1544mV | Δ=  24mV | Cycle=3
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1534mV | Δ=  28mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1528mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1550mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1570mV | Δ=   8mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1558mV | Δ= -16mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1556mV | Δ=   2mV | Cycle=1
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1596mV | Δ= -28mV | Cycle=1
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1582mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1542mV | Δ=  26mV | Cycle=1
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1576mV | Δ=   0mV | Cycle=3
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1588mV | Δ=   2mV | Cycle=1
    ✅ SLOT 31: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1560mV | Δ=   8mV | Cycle=1
    ✅ SLOT 33: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1564mV | Δ=   0mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   2mV | Cycle=1
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1562mV | Δ= -30mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1570mV | Δ=  -6mV | Cycle=1
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=3
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1580mV | Δ= -22mV | Cycle=1
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1562mV | Δ=   4mV | Cycle=1
#862 15:45:52 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#863 15:45:53 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#864 15:45:53 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#865 15:45:54 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#866 15:45:55 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#867 15:45:56 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#868 15:45:56 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#869 15:45:57 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 48 → 6
#870 15:45:58 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#871 15:45:59 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1518mV | Δ=  36mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1564mV | Δ= -12mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1566mV | Δ=   2mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1570mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1540mV | Δ=  16mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=1
#872 15:45:59 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#873 15:46:00 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#874 15:46:01 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#875 15:46:02 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#876 15:46:02 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#877 15:46:03 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#878 15:46:04 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#879 15:46:05 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#880 15:46:05 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#881 15:46:06 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1518mV | Δ=  36mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1564mV | Δ= -12mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1566mV | Δ=   2mV | Cycle=2
